best_programs,time_used,gen_counts
(((((0.5313 * ((x1 ** 0.4) * (x2 ** 0.4))) + (0.0043 * x2)) + (0.0095 * x1)) - (0.0922 * y1)) + 0.0106),294.9400908946991,29
(((((0.551 * ((x1 ** 0.4) * (x2 ** 0.3))) + (0.0744 * x2)) + (0.0 * x1)) - (0.0017 * y1)) + 0.033),254.03971600532532,25
(((((0.6442 * ((x1 ** 0.3) * (x2 ** 0.5))) + (0.0031 * x2)) + (0.0 * x1)) - (0.1815 * y1)) - 0.0),263.63804030418396,26
(((((0.5377 * ((x1 ** 0.4) * (x2 ** 0.4))) + (0.0 * x2)) + (0.0661 * x1)) - (0.0044 * y1)) + 0.0081),232.56818771362305,23
(((((0.7383 * ((x1 ** 0.5) * (x2 ** 0.5))) + (0.0014 * x2)) + (0.0089 * x1)) - (0.5108 * y1)) + 0.0086),411.8976171016693,40
(((((0.3114 * ((x1 ** 0.5) * (x2 ** 0.2))) + (0.0346 * x2)) + (0.7639 * x1)) - (0.3118 * y1)) - 0.0753),347.44531059265137,34
(((((0.4692 * ((x1 ** 0.2) * (x2 ** 0.4))) + (0.0841 * x2)) + (0.0111 * x1)) - (0.0375 * y1)) + 0.0077),380.2619524002075,37
(((((0.4745 * ((x1 ** 0.6) * (x2 ** 0.2))) + (0.0845 * x2)) + (0.0298 * x1)) - (0.0923 * y1)) - 0.043),367.8032326698303,36
(((((0.4632 * ((x1 ** 0.5) * (x2 ** 0.3))) + (0.2372 * x2)) + (0.0584 * x1)) - (0.5707 * y1)) + 0.0297),517.3143036365509,50
(((((0.6003 * ((x1 ** 0.5) * (x2 ** 0.3))) + (0.4186 * x2)) + (0 * x1)) - (0.003 * y1)) - 0.0278),327.38240098953247,32
(((((0.6473 * ((x1 ** 0.4) * (x2 ** 0.3))) + (0.0042 * x2)) + (0.0022 * x1)) - (0.0038 * y1)) + 0.0014),210.84128403663635,21
(((((0.4611 * ((x1 ** 0.2) * (x2 ** 0.3))) + (0.0838 * x2)) + (0.0271 * x1)) - (0.0485 * y1)) - 0.0002),422.7919759750366,41
(((((0.5537 * ((x1 ** 0.3) * (x2 ** 0.3))) + (0.0007 * x2)) + (0.0345 * x1)) - (0.0398 * y1)) - 0.0029),337.08847761154175,33
(((((0.5398 * ((x1 ** 0.3) * (x2 ** 0.3))) + (0.0016 * x2)) + (0.0869 * x1)) - (0.0097 * y1)) + 0),295.1893060207367,29
(((((0.65 * ((x1 ** 0.2) * (x2 ** 0.7))) + (0.0152 * x2)) + (0.074 * x1)) - (0.1625 * y1)) - 0.0094),433.3362293243408,42
(((((0.7361 * ((x1 ** 0.4) * (x2 ** 0.3))) + (0.0 * x2)) + (0.0 * x1)) - (0.3893 * y1)) - 0.0074),463.6529612541199,45
(((((0.4743 * ((x1 ** 0.3) * (x2 ** 0.2))) + (0.0006 * x2)) + (0.7061 * x1)) - (0.0034 * y1)) + 0.0062),233.9821493625641,23
(((((0.3916 * ((x1 ** 0.5) * (x2 ** 0.4))) + (0.0502 * x2)) + (0.0056 * x1)) - (0.006 * y1)) + 15.114),274.7388107776642,27
(((((0.6414 * ((x1 ** 0.3) * (x2 ** 0.6))) + (0.0653 * x2)) + (120.89 * x1)) - (0.3869 * y1)) - 0.0019),349.4170594215393,34
(((((0.5841 * ((x1 ** 0.3) * (x2 ** 0.2))) + (0.0725 * x2)) + (0.0085 * x1)) - (0.2704 * y1)) + 0.0607),295.75230526924133,29
(((((0.5912 * ((x1 ** 0.3) * (x2 ** 0.2))) + (0.0076 * x2)) + (0 * x1)) - (0.0759 * y1)) + 0.0068),264.3821830749512,26
(((((0.5008 * ((x1 ** 0.5) * (x2 ** 0.5))) + (0.0018 * x2)) + (0.0017 * x1)) - (0.0986 * y1)) + 0.0035),253.39441561698914,25
(((((0.77 * ((x1 ** 0.2) * (x2 ** 0.4))) + (0.0019 * x2)) + (0.0075 * x1)) - (0.0156 * y1)) + 0.0221),232.40942001342773,23
(((((0.5029 * ((x1 ** 0.4) * (x2 ** 0.3))) + (0.0558 * x2)) + (0.0095 * x1)) - (0.6673 * y1)) + 0.0054),443.88616824150085,43
(((((0.5003 * ((x1 ** 0.3) * (x2 ** 0.4))) + (0.0613 * x2)) + (0.0167 * x1)) - (0.0679 * y1)) + 0.0063),295.67879247665405,29
(((((0.4814 * ((x1 ** 0.2) * (x2 ** 0.5))) + (0.0959 * x2)) + (0.0068 * x1)) - (0.0206 * y1)) + 0.0045),274.0022027492523,27
(((((0.5361 * ((x1 ** 0.2) * (x2 ** 0.3))) + (0.0002 * x2)) + (0.0567 * x1)) - (0.0787 * y1)) - 0.0025),295.63306069374084,29
(((((0.0326 * ((x1 ** 0.2) * (x2 ** 0.1))) + (0.2541 * x2)) + (0.0437 * x1)) - (0.0088 * y1)) + 0.2454),243.38397002220154,24
(((((0.4182 * ((x1 ** 0.3) * (x2 ** 0.1))) + (0.0296 * x2)) + (0.019 * x1)) - (0.0033 * y1)) - 0.0026),305.7096848487854,30
(((((0.5171 * ((x1 ** 0.3) * (x2 ** 0.5))) + (0.0025 * x2)) + (0.0 * x1)) - (0.1001 * y1)) + 0.0801),296.1740026473999,29
