best_programs,time_used,gen_counts
125.2 * x1 ** 0.1 * x2 ** 0.7 + -551.05 * x2 + -110.475 * x1 + 534.1 * y1 + -205.425,30.403022527694702,54
503.45 * x1 ** 0.2 * x2 ** 0.2 + -192.525 * x2 + -544.4 * x1 + 5.625 * y1 + -495.225,28.99143695831299,53
39.35 * x1 ** 0.6 * x2 ** 0.2 + 270.375 * x2 + 251.875 * x1 + -88.65 * y1 + -693.4,25.003653287887573,42
294.925 * x1 ** 0.2 * x2 ** 0.1 + -143.4 * x2 + -28.15 * x1 + 662.925 * y1 + -54.2,19.496521949768066,35
-241.925 * x1 ** 0.1 * x2 ** 0.1 + 31.75 * x2 + -134.15 * x1 + 112.975 * y1 + -185.4,25.18801498413086,46
-269.35 * x1 ** 0.3 * x2 ** 0.1 + -341.5 * x2 + -82.275 * x1 + -339.5 * y1 + 188.425,19.05808663368225,35
-270.375 * x1 ** 0.2 * x2 ** 0.1 + 256.075 * x2 + -139.3 * x1 + 308.3 * y1 + 42.4,21.871232271194458,40
-115.45 * x1 ** 0.2 * x2 ** 0.3 + -606.725 * x2 + -15.75 * x1 + -96.275 * y1 + 202.15,26.24736213684082,48
105.8 * x1 ** 0.1 * x2 ** 0.1 + 105.45 * x2 + -191.45 * x1 + -751.925 * y1 + 44.875,18.060669898986816,33
-88.3 * x1 ** 0.1 * x2 ** 0.1 + 21.175 * x2 + 407.8 * x1 + 71.675 * y1 + 402.05,10.900261402130127,20
197.775 * x1 ** 0.2 * x2 ** 0.1 + -53.725 * x2 + 206.2 * x1 + -16.15 * y1 + 305.45,24.019701957702637,44
170.425 * x1 ** 0.3 * x2 ** 0.3 + 80.95 * x2 + -451.5 * x1 + 367.4 * y1 + -697.35,22.35383367538452,41
273.25 * x1 ** 0.3 * x2 ** 0.1 + 289.475 * x2 + 227.425 * x1 + -481.775 * y1 + 83.425,15.264270782470703,28
151.05 * x1 ** 0.2 * x2 ** 0.2 + -162.45 * x2 + 374.1 * x1 + 571.125 * y1 + -142.675,29.416582822799683,54
104.275 * x1 ** 0.1 * x2 ** 0.1 + 218.0 * x2 + 48.175 * x1 + -7.5 * y1 + -88.75,17.46573781967163,32
-64.825 * x1 ** 0.4 * x2 ** 0.1 + -543.825 * x2 + 346.45 * x1 + 132.125 * y1 + 134.0,17.984733819961548,33
-195.675 * x1 ** 0.4 * x2 ** 0.2 + 327.35 * x2 + 50.35 * x1 + -467.3 * y1 + 119.525,15.936244249343872,28
694.925 * x1 ** 0.3 * x2 ** 0.1 + 608.2 * x2 + 299.475 * x1 + -800.3 * y1 + -357.725,38.616599798202515,68
369.8 * x1 ** 0.1 * x2 ** 0.4 + 84.45 * x2 + -295.025 * x1 + 213.6 * y1 + -3.475,18.946665287017822,32
229.7 * x1 ** 0.1 * x2 ** 0.3 + -60.1 * x2 + 357.15 * x1 + 67.325 * y1 + 656.7,33.098268032073975,58
-79.675 * x1 ** 0.3 * x2 ** 0.3 + 126.575 * x2 + 47.525 * x1 + -492.65 * y1 + -22.7,14.16004490852356,25
269.15 * x1 ** 0.1 * x2 ** 0.2 + 65.275 * x2 + 754.95 * x1 + 27.9 * y1 + -369.075,22.228671312332153,40
121.8 * x1 ** 0.1 * x2 ** 0.2 + 17.075 * x2 + -584.85 * x1 + 241.225 * y1 + 307.9,29.332030534744263,53
-274.75 * x1 ** 0.1 * x2 ** 0.4 + 7.575 * x2 + -247.325 * x1 + 45.275 * y1 + -229.85,27.33362650871277,49
498.15 * x1 ** 0.1 * x2 ** 0.2 + 118.05 * x2 + -653.85 * x1 + -37.1 * y1 + 279.825,28.609678268432617,51
229.85 * x1 ** 0.3 * x2 ** 0.2 + 76.125 * x2 + 292.125 * x1 + 300.75 * y1 + -681.6,19.20264720916748,35
-471.175 * x1 ** 0.1 * x2 ** 0.1 + 5.0 * x2 + -187.975 * x1 + 237.175 * y1 + 393.275,19.19805335998535,34
462.625 * x1 ** 0.2 * x2 ** 0.1 + -40.75 * x2 + -141.075 * x1 + 329.175 * y1 + -221.25,26.557246923446655,48
-89.75 * x1 ** 0.1 * x2 ** 0.3 + 194.45 * x2 + 198.375 * x1 + -495.875 * y1 + -316.625,27.71204447746277,50
-109.025 * x1 ** 0.2 * x2 ** 0.2 + -480.825 * x2 + 517.225 * x1 + 262.7 * y1 + -51.675,13.285707950592041,24
