,coe_x1x2,alpha,beta,coe_x2,coe_x1,coe_y1,coe_b
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0
mean,85.7075,0.20333333333333323,0.2033333333333334,-9.116666666666662,19.055000000000003,13.879166666666658,-55.213333333333345
std,274.88547200967673,0.12172137016162356,0.13256965204630416,278.9473696136384,338.70403126196095,372.5415378994516,337.1268179942372
min,-471.175,0.1,0.1,-606.725,-653.85,-800.3,-697.35
25%,-104.20625000000001,0.1,0.1,-122.57500000000002,-176.25,-94.36875,-227.7
50%,113.8,0.2,0.2,26.4625,15.8875,56.3,-37.1875
75%,259.325,0.3,0.27499999999999997,124.44375000000001,282.0625,257.33124999999995,174.81875000000002
max,694.925,0.6,0.7,608.2,754.95,662.925,656.7
true_parameter,1.0845,0.3,0.4,0.0,0.0,-1.0,0.0
