,coe_x1x2,alpha,beta,coe_x2,coe_x1,coe_y1,coe_b
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0
mean,0.5592733333333334,0.2966666666666667,0.42000000000000004,0.03058666666666666,10.27474,-11.369603333333334,-0.019423333333333334
std,0.15902827320373228,0.11290317283753194,0.11264836959500923,0.036536214753388814,56.12556624185968,59.84481171350171,0.11147974822526203
min,0.0108,0.1,0.1,0.0,0.0,-328.17,-0.6032
25%,0.48215,0.2,0.4,0.0006000000000000001,0.0017749999999999999,-0.50545,-0.0027250000000000004
50%,0.548,0.3,0.4,0.00795,0.0102,-0.1338,0.00035
75%,0.6588499999999999,0.4,0.5,0.068825,0.052324999999999997,-0.058475,0.005075
max,0.8284,0.5,0.6,0.0998,307.44,-0.0003,0.0661
true_parameter,1.0845,0.3,0.4,0.0,0.0,-1.0,0.0
