,coe_x1x2,alpha,beta,coe_x2,coe_x1,coe_y1,coe_b
count,20.0,20.0,20.0,20.0,20.0,20.0,20.0
mean,0.80128,0.275,0.3600000000000001,2.5826649999999995,0.408165,-38.883825,0.013405000000000004
std,0.18505265993054093,0.11180339887498945,0.14653901941300929,11.317614580600731,1.6446375704647545,171.1055404661354,0.027309830021248274
min,0.1453,0.1,0.1,0.0,0.0,-765.83,-0.0061
25%,0.7602749999999999,0.2,0.3,0.008225,0.0056,-0.7873749999999999,-0.0
50%,0.85915,0.3,0.4,0.0448,0.05445,-0.67155,0.00105
75%,0.9116,0.3,0.4,0.06665,0.0691,-0.5910500000000001,0.011450000000000002
max,0.9888,0.6,0.7,50.665,7.3941,-0.0522,0.0858
true_parameter,1.0845,0.3,0.4,0.0,0.0,-1.0,0.0
