,coe_x1x2,alpha,beta,coe_x2,coe_x1,coe_y1,coe_b
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0
mean,0.11170000000000001,0.42666666666666675,0.45333333333333325,0.46505,9.072706666666665,-0.005039999999999999,25.083533333333335
std,0.10500803910111868,0.2504249262317171,0.27634727444278157,1.5467847389967047,45.24725192674161,0.010720705072026715,137.49852821650012
min,0.0025,0.1,0.1,0.0021,0.0026,-0.0441,-0.6839
25%,0.0283,0.22500000000000003,0.125,0.092575,0.08315,-0.004175,0.0
50%,0.08155,0.4,0.5,0.18885000000000002,0.12235,-0.0011,0.0
75%,0.14885,0.6,0.7,0.246675,0.208425,-0.00035,0.0038750000000000004
max,0.3261,0.9,0.9,8.6205,248.02,-0.0,753.09
true_parameter,1.0845,0.3,0.4,0.0,0.0,-1.0,0.0
