best_programs,time_used,gen_counts
0.006 * x1 ** 0.3 * x2 ** 0.5 + -0.008 * x2 + 0.009 * x1 + 9990.0 * y1 + 0.883,26.892231464385986,45
-0.0 * x1 ** 0.3 * x2 ** 0.1 + 0.448 * x2 + 0.083 * x1 + 0.738 * y1 + 0.0,18.543984413146973,32
0.0 * x1 ** 0.1 * x2 ** 0.2 + 0.01 * x2 + 0.056 * x1 + 0.051 * y1 + 0.158,20.2476589679718,33
0.448 * x1 ** 0.1 * x2 ** 0.2 + 0.448 * x2 + 1290.0 * x1 + 12.9 * y1 + 0.074,20.36549139022827,35
0.004 * x1 ** 0.2 * x2 ** 0.1 + 0.03 * x2 + 0.045 * x1 + -0.0 * y1 + 0.001,19.133323192596436,33
0.003 * x1 ** 0.1 * x2 ** 0.3 + -0.088 * x2 + 0.053 * x1 + -0.003 * y1 + 33.2,21.563908576965332,37
0.0 * x1 ** 0.2 * x2 ** 0.2 + 0.332 * x2 + -0.071 * x1 + -0.0 * y1 + -24.5,17.334298610687256,30
-0.001 * x1 ** 0.6 * x2 ** 0.1 + 0.016 * x2 + 62.2 * x1 + 0.0 * y1 + 0.048,16.27704358100891,28
0.097 * x1 ** 0.3 * x2 ** 0.6 + 0.274 * x2 + 0.071 * x1 + 0.006 * y1 + 0.036,15.783933639526367,27
-3.03 * x1 ** 0.1 * x2 ** 0.2 + -0.1 * x2 + 0.0 * x1 + -0.022 * y1 + -0.003,13.929880380630493,24
0.002 * x1 ** 0.4 * x2 ** 0.2 + 0.001 * x2 + 0.245 * x1 + -0.001 * y1 + 0.0,17.044321060180664,29
-0.001 * x1 ** 0.2 * x2 ** 0.2 + -0.008 * x2 + -0.0 * x1 + 0.001 * y1 + 0.0,22.643081665039062,39
0.0 * x1 ** 0.6 * x2 ** 0.3 + 0.001 * x2 + -68.0 * x1 + -9410.0 * y1 + 0.094,16.948744773864746,29
0.077 * x1 ** 0.2 * x2 ** 0.1 + -0.001 * x2 + 0.001 * x1 + -245.0 * y1 + 0.074,21.49451446533203,37
36.1 * x1 ** 0.3 * x2 ** 0.3 + -0.003 * x2 + 0.0 * x1 + -0.0 * y1 + 0.0,19.210095643997192,33
0.0 * x1 ** 0.1 * x2 ** 0.1 + -21.6 * x2 + -0.022 * x1 + 0.009 * y1 + 0.007,23.765793800354004,41
0.535 * x1 ** 0.4 * x2 ** 0.1 + 0.013 * x2 + 0.001 * x1 + -0.042 * y1 + -0.002,18.529282093048096,32
0.097 * x1 ** 0.3 * x2 ** 0.1 + 0.593 * x2 + 0.003 * x1 + -0.083 * y1 + -0.001,25.55094313621521,44
0.022 * x1 ** 0.1 * x2 ** 0.2 + 0.001 * x2 + 0.738 * x1 + -0.001 * y1 + 0.008,15.152804374694824,26
0.056 * x1 ** 0.3 * x2 ** 0.1 + 0.009 * x2 + -0.03 * x1 + 0.767 * y1 + 0.0,15.1383535861969,26
0.007 * x1 ** 0.1 * x2 ** 0.3 + 0.051 * x2 + -0.004 * x1 + 2450.0 * y1 + -0.048,17.447084665298462,30
-0.005 * x1 ** 0.1 * x2 ** 0.1 + -0.001 * x2 + 0.085 * x1 + -0.001 * y1 + 0.005,35.60567760467529,61
0.001 * x1 ** 0.7 * x2 ** 0.1 + 0.001 * x2 + 0.013 * x1 + 0.007 * y1 + -0.008,22.13168954849243,38
0.088 * x1 ** 0.4 * x2 ** 0.2 + 0.0 * x2 + 0.088 * x1 + -0.008 * y1 + 0.01,17.490782499313354,30
0.158 * x1 ** 0.5 * x2 ** 0.2 + 0.0 * x2 + 0.419 * x1 + -0.303 * y1 + 0.0,30.7643940448761,53
-0.002 * x1 ** 0.1 * x2 ** 0.3 + -0.033 * x2 + -0.448 * x1 + 1870.0 * y1 + 8.54,17.483070135116577,30
-0.1 * x1 ** 0.1 * x2 ** 0.3 + -0.091 * x2 + -1.58 * x1 + -0.0 * y1 + 0.001,15.718950986862183,27
-0.005 * x1 ** 0.1 * x2 ** 0.2 + 0.0 * x2 + -0.005 * x1 + -8.83 * y1 + 0.008,20.90409278869629,36
-0.593 * x1 ** 0.1 * x2 ** 0.4 + -0.651 * x2 + 0.158 * x1 + 0.709 * y1 + 0.077,13.985289812088013,24
0.912 * x1 ** 0.4 * x2 ** 0.4 + 0.094 * x2 + 0.738 * x1 + 0.001 * y1 + 0.854,13.43564224243164,23
