,coe_x1x2,alpha,beta,coe_x2,coe_x1,coe_y1,coe_b
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0
mean,1.1625333333333328,0.25999999999999995,0.22333333333333333,-0.6754,42.8282,155.36316666666656,0.6505333333333334
std,6.626977142753301,0.1753813578737922,0.12780193008453877,3.9578703921906433,236.17419689425918,2607.57345062419,7.799849166239816
min,-3.03,0.1,0.1,-21.6,-68.0,-9410.0,-24.5
25%,-0.00075,0.1,0.1,-0.00675,-0.003,-0.00675,0.0
50%,0.0025,0.2,0.2,0.001,0.011,0.0,0.006
75%,0.08525,0.37500000000000006,0.3,0.0265,0.08725000000000001,0.0405,0.074
max,36.1,0.7,0.6,0.593,1290.0,9990.0,33.2
true_parameter,1.0845,0.3,0.4,0.0,0.0,-1.0,0.0
