best_programs,time_used,gen_counts
(((((0.1748 * ((x1 ** 0.3) * (x2 ** 0.6))) + (0.2315 * x2)) + (0.092 * x1)) - (0.0041 * y1)) - 0.0023),324.9721797,32
(((((0.1423 * ((x1 ** 0.7) * (x2 ** 0.2))) + (0.0074 * x2)) + (0.2094 * x1)) - (0.0021 * y1)) + 0.3485),273.651916,27
(((((0.0272 * ((x1 ** 0.5) * (x2 ** 0.1))) + (0.227 * x2)) + (0.2199 * x1)) - (0.0015 * y1)) + 0.0004),452.9615335,44
(((((0.0729 * ((x1 ** 0.8) * (x2 ** 0.1))) + (204.02 * x2)) + (0.0787 * x1)) - (0.0027 * y1)) + 1.7168),546.0247803,53
(((((0.0413 * ((x1 ** 0.3) * (x2 ** 0.4))) + (0.0818 * x2)) + (0.3296 * x1)) - (0.0968 * y1)) + 0.0),347.7258,34
(((((0.024 * ((x1 ** 0.1) * (x2 ** 0.8))) + (0.2959 * x2)) + (0.0939 * x1)) - (0.0082 * y1)) + 0.0),651.8996193,63
(((((0.0345 * ((x1 ** 0.5) * (x2 ** 0.5))) + (0.045 * x2)) + (0.0066 * x1)) - (0.0009 * y1)) + 0),295.421407,29
(((((0.0871 * ((x1 ** 0.8) * (x2 ** 0.1))) + (0.296 * x2)) + (0.0908 * x1)) - (0.3326 * y1)) - 0.0011),525.795435,51
(((((0.0443 * ((x1 ** 0.2) * (x2 ** 0.1))) + (0.2223 * x2)) + (0.0237 * x1)) - (0.0088 * y1)) + 0.0),315.7530491,31
(((((0.0099 * ((x1 ** 0.2) * (x2 ** 0.5))) + (0.237 * x2)) + (0.1945 * x1)) - (0.0003 * y1)) + 0.0271),479.3393991,41
(((((0.4357 * ((x1 ** 0.4) * (x2 ** 0.5))) + (0.0 * x2)) + (0.0677 * x1)) - (0.0087 * y1)) + 0),309.3297522,29
(((((0.2666 * ((x1 ** 0.4) * (x2 ** 0.6))) + (0.1498 * x2)) + (0.0647 * x1)) - (0.0009 * y1)) + 0.0),321.8411546,36
(((((0.3157 * ((x1 ** 0.6) * (x2 ** 0.4))) + (0.0794 * x2)) + (0.0562 * x1)) - (0.0025 * y1)) + 0),462.5834992,45
(((((0.0739 * ((x1 ** 0.9) * (x2 ** 0.1))) + (0.3003 * x2)) + (0.0934 * x1)) - (0.0024 * y1)) + 0.0),294.4575453,29
(((((0.0688 * ((x1 ** 0.7) * (x2 ** 0.3))) + (0.285 * x2)) + (0.072 * x1)) - (0.0022 * y1)) + 0.041),284.0997341,28
(((((0.0414 * ((x1 ** 0.8) * (x2 ** 0.2))) + (0.3321 * x2)) + (0.0759 * x1)) - (0.0001 * y1)) - 0),325.6451809,32
(((((0.0443 * ((x1 ** 0.3) * (x2 ** 0.2))) + (0.2009 * x2)) + (0.2201 * x1)) - (0.0 * y1)) - 0.0018),388.955673,38
(((((0.0427 * ((x1 ** 0.2) * (x2 ** 0.6))) + (0.931 * x2)) + (0.4418 * x1)) - (0.0008 * y1)) + 0.0013),334.6614666,34
(((((0.0423 * ((x1 ** 0.9) * (x2 ** 0.1))) + (0.5257 * x2)) + (0.7006 * x1)) - (0.0034 * y1)) + 0.0),518.1670518,57
(((((0.043 * ((x1 ** 0.2) * (x2 ** 0.7))) + (0.2377 * x2)) + (439.13 * x1)) - (0.0055 * y1)) - 0.0),362.1126752,39
(((((0.0062 * ((x1 ** 0.7) * (x2 ** 0.3))) + (0.3 * x2)) + (0.1481 * x1)) - (0.0019 * y1)) - 0.0),360.9837847,39
(((((0.0888 * ((x1 ** 0.1) * (x2 ** 0.8))) + (0.0666 * x2)) + (0.2777 * x1)) - (0.003 * y1)) + 0.0),462.1395466,51
(((((0.1858 * ((x1 ** 0.2) * (x2 ** 0.8))) + (0.0073 * x2)) + (0.1715 * x1)) - (0.0836 * y1)) + 0.0006),655.1601043,63
(((((0.4236 * ((x1 ** 0.4) * (x2 ** 0.6))) + (0.5377 * x2)) + (0.0377 * x1)) - (0.0005 * y1)) - 0.0),286.6159983,28
(((((0.3664 * ((x1 ** 0.4) * (x2 ** 0.6))) + (0.0705 * x2)) + (0.042 * x1)) - (0.0088 * y1)) + 0.0008),349.0425038,34
(((((0.0667 * ((x1 ** 0.1) * (x2 ** 0.1))) + (0.3013 * x2)) + (85.573 * x1)) - (0.0026 * y1)) + 0.001),338.8531482,33
(((((0.2777 * ((x1 ** 0.5) * (x2 ** 0.5))) + (0.0721 * x2)) + (0.1091 * x1)) - (0.003 * y1)) + 0.0051),327.6484964,32
(((((0.072 * ((x1 ** 0.8) * (x2 ** 0.1))) + (0.3284 * x2)) + (0.067 * x1)) - (0.0019 * y1)) - 0.0),444.1608098,43
(((((0.0416 * ((x1 ** 0.3) * (x2 ** 0.2))) + (0.3218 * x2)) + (0.0827 * x1)) - (384.16 * y1)) + 0.0562),263.6454005,27
(((((0.0646 * ((x1 ** 0.1) * (x2 ** 0.3))) + (0.4343 * x2)) + (71.228 * x1)) - (0.0029 * y1)) - 0.057),249.6814568,26
