,coe_x1x2,alpha,beta,coe_x2,coe_x1,coe_y1,coe_b
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0
mean,-30.345166666666668,0.25666666666666665,0.2933333333333333,61.93086666666667,0.04959999999999999,39.23243333333332,61.5007
std,166.51816244111143,0.17157150581957192,0.1436790804568276,311.71128738224877,0.21439981986611062,659.9832908835613,253.8549583268245
min,-912.0,0.1,0.1,-738.0,-0.303,-1870.0,-10.0
25%,-0.00075,0.1,0.2,-0.07775,-0.007749999999999999,-0.001,-0.0025000000000000005
50%,0.001,0.2,0.3,-0.0,0.0,0.0005,0.0015
75%,0.0405,0.3,0.4,0.09775,0.016749999999999998,0.00975,0.09925
max,0.912,0.8,0.7,1290.0,0.854,3030.0,1290.0
true_parameter,1.0845,0.3,0.4,0.0,0.0,-1.0,0.0
