,coe_x1x2,alpha,beta,coe_x2,coe_x1,coe_y1,coe_b
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0
mean,30.6075,0.19666666666666663,0.16999999999999998,-56.19166666666668,-59.31083333333334,125.77833333333338,-44.49833333333333
std,391.4926698762192,0.10661996103898191,0.13933338832974776,317.2187308530551,349.88962093751627,400.3020154409568,372.0741322207392
min,-665.425,0.1,0.1,-786.4,-601.5,-723.525,-749.05
25%,-232.74375000000003,0.1,0.1,-172.74375000000003,-380.1125,-127.79375000000002,-251.76250000000002
50%,31.012500000000003,0.15000000000000002,0.1,-2.925,-61.4125,180.4125,-107.57499999999999
75%,206.03750000000002,0.3,0.2,144.675,191.60625,390.36875000000003,257.375
max,773.275,0.4,0.8,408.275,673.975,710.825,741.125
true_parameter,1.0845,0.3,0.4,0.0,0.0,-1.0,0.0
