,coe_x1x2,alpha,beta,coe_x2,coe_x1,coe_y1,coe_b
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0
mean,2.8517666666666677,0.25000000000000006,0.2399999999999999,0.07676666666666718,-11.763133333333334,556.3079999999999,-0.2670333333333334
std,14.498949744802168,0.17955884637172526,0.12757688689165253,251.83072607849016,65.97934395401563,2023.1414036880435,3.802451056007602
min,-0.506,0.1,0.1,-1000.0,-361.0,-0.085,-18.7
25%,0.00125,0.1,0.1,-0.033249999999999995,-0.0027500000000000003,-0.001,-0.001
50%,0.081,0.2,0.2,0.0,0.001,0.001,0.045
75%,0.41900000000000004,0.3,0.3,0.003,0.065,0.05999999999999999,0.33199999999999996
max,79.6,0.8,0.6,912.0,8.54,8540.0,7.96
true_parameter,1.0845,0.3,0.4,0.0,0.0,-1.0,0.0
