best_programs,time_used,gen_counts
-1290.0 * x1 ** 0.1 * x2 ** 0.3 + -0.0 * x2 + 0.564 * x1 + -62.2 * y1 + -0.027,36.341654777526855,61
-0.01 * x1 ** 0.4 * x2 ** 0.1 + -0.361 * x2 + 0.001 * x1 + 0.001 * y1 + -0.003,16.46951127052307,28
-0.1 * x1 ** 0.1 * x2 ** 0.3 + 0.001 * x2 + 0.002 * x1 + -0.08 * y1 + -3610.0,33.14171528816223,56
0.0 * x1 ** 0.2 * x2 ** 0.3 + -6510.0 * x2 + -0.097 * x1 + -0.005 * y1 + 8250.0,21.021570920944214,36
0.738 * x1 ** 0.1 * x2 ** 0.1 + 0.088 * x2 + 0.056 * x1 + -44.8 * y1 + 0.003,19.318776845932007,33
-0.593 * x1 ** 0.4 * x2 ** 0.1 + 0.074 * x2 + 0.001 * x1 + 0.564 * y1 + -941.0,23.437628269195557,40
0.08 * x1 ** 0.2 * x2 ** 0.2 + 0.825 * x2 + -0.622 * x1 + 477.0 * y1 + 0.007,15.854113817214966,27
3030.0 * x1 ** 0.2 * x2 ** 0.1 + 2160.0 * x2 + 3.03 * x1 + -0.0 * y1 + 0.068,20.574111700057983,35
0.535 * x1 ** 0.7 * x2 ** 0.1 + 0.083 * x2 + -3.61 * x1 + 0.709 * y1 + -0.051,18.027745246887207,31
-0.0 * x1 ** 0.2 * x2 ** 0.2 + 0.332 * x2 + 0.088 * x1 + -0.025 * y1 + -0.008,15.222727537155151,26
-0.003 * x1 ** 0.5 * x2 ** 0.2 + 0.419 * x2 + 0.001 * x1 + 0.009 * y1 + -0.0,16.35977816581726,28
0.332 * x1 ** 0.4 * x2 ** 0.3 + 6.22 * x2 + -0.001 * x1 + 0.709 * y1 + -0.97,22.734835386276245,39
0.013 * x1 ** 0.1 * x2 ** 0.1 + 0.535 * x2 + 7.09 * x1 + 47.7 * y1 + -0.025,16.434956789016724,28
0.001 * x1 ** 0.2 * x2 ** 0.1 + 0.001 * x2 + 0.001 * x1 + 0.0 * y1 + 0.022,16.326476335525513,28
0.0 * x1 ** 0.3 * x2 ** 0.5 + 0.01 * x2 + 0.007 * x1 + 0.071 * y1 + 0.001,21.58223271369934,37
0.002 * x1 ** 0.3 * x2 ** 0.3 + -0.083 * x2 + -0.007 * x1 + -0.013 * y1 + -0.083,19.864919900894165,34
0.051 * x1 ** 0.1 * x2 ** 0.2 + 0.001 * x2 + -0.002 * x1 + 0.009 * y1 + 0.361,20.502360343933105,35
9.41 * x1 ** 0.1 * x2 ** 0.2 + 0.0 * x2 + -0.008 * x1 + -0.004 * y1 + 0.1,33.3532280921936,57
0.004 * x1 ** 0.1 * x2 ** 0.1 + 0.004 * x2 + -0.187 * x1 + -0.007 * y1 + 0.036,18.0859272480011,31
0.007 * x1 ** 0.1 * x2 ** 0.1 + 0.999 * x2 + -0.071 * x1 + -0.564 * y1 + -0.216,17.023528337478638,29
12.9 * x1 ** 0.1 * x2 ** 0.1 + -0.001 * x2 + -0.506 * x1 + 0.005 * y1 + -0.002,23.352155923843384,40
-6.51 * x1 ** 0.4 * x2 ** 0.2 + 0.048 * x2 + 0.008 * x1 + -0.053 * y1 + -0.008,16.358367443084717,28
0.0 * x1 ** 0.2 * x2 ** 0.3 + 0.001 * x2 + -0.0 * x1 + 0.001 * y1 + -0.0,21.119451761245728,36
-0.0 * x1 ** 0.3 * x2 ** 0.1 + 4480.0 * x2 + -0.1 * x1 + -0.002 * y1 + 0.1,18.700540781021118,32
2.45 * x1 ** 0.1 * x2 ** 0.3 + 0.004 * x2 + 0.001 * x1 + -0.019 * y1 + 0.274,18.340516805648804,31
0.004 * x1 ** 0.3 * x2 ** 0.2 + 0.001 * x2 + 0.097 * x1 + 0.001 * y1 + 0.002,22.221449613571167,38
-0.056 * x1 ** 0.4 * x2 ** 0.5 + 0.216 * x2 + -0.074 * x1 + -0.006 * y1 + -0.0,24.04584264755249,41
-0.025 * x1 ** 0.2 * x2 ** 0.1 + 0.022 * x2 + -0.007 * x1 + 0.001 * y1 + -0.097,22.233227491378784,38
-0.004 * x1 ** 0.1 * x2 ** 0.6 + 0.074 * x2 + -0.767 * x1 + 5640.0 * y1 + 0.001,16.37538242340088,28
-0.0 * x1 ** 0.2 * x2 ** 0.2 + 0.535 * x2 + -0.001 * x1 + 0.01 * y1 + 0.094,21.638486623764038,37
