,coe_x1x2,alpha,beta,coe_x2,coe_x1,coe_y1,coe_b
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0
mean,0.69478,0.22999999999999998,0.31,0.04365000000000001,8.870296666666666,-0.47139666666666663,-11.870773333333334
std,0.155206955052123,0.11188047809743372,0.1373392477244478,0.1324405494474069,48.39410002766783,0.75133910360715,65.0258615798039
min,0.4316,0.1,0.1,0.0,0.0,-4.134,-356.16
25%,0.5886,0.1,0.2,0.002525,0.001025,-0.63835,-0.0037
50%,0.65105,0.2,0.3,0.006149999999999999,0.0095,-0.33375,0.0
75%,0.826475,0.3,0.4,0.035125,0.058525,-0.08115,0.004325
max,0.9857,0.5,0.5,0.7289,265.1,-0.0024,0.0906
true_parameter,1.0845,0.3,0.4,0.0,0.0,-1.0,0.0
