,coe_x1x2,alpha,beta,coe_x2,coe_x1,coe_y1,coe_b
count,30.0,30.0,30.0,30.0,30.0,30.0,30.0
mean,-41.41749999999999,0.2033333333333333,0.18666666666666668,40.27833333333335,21.062500000000007,86.94166666666666,-23.25416666666666
std,392.4117968185049,0.10661996103898193,0.09732042112432567,386.91660665542275,293.91274389469214,430.2135329039269,382.7807007599542
min,-803.55,0.1,0.1,-722.8,-457.9,-770.45,-642.375
25%,-229.78125,0.1,0.1,-201.87499999999997,-131.71875,-186.31875,-344.61875
50%,10.037500000000001,0.2,0.2,-12.575000000000003,-26.65,100.8125,-16.2
75%,164.80625,0.3,0.27499999999999997,295.91875000000005,141.7375,436.81875,276.1625
max,719.675,0.4,0.4,766.575,797.375,777.225,763.325
true_parameter,1.0845,0.3,0.4,0.0,0.0,-1.0,0.0
