best_programs,time_used,gen_counts
719.675 * x1 ** 0.3 * x2 ** 0.1 + -148.525 * x2 + 64.85 * x1 + 526.925 * y1 + -348.825,20.709247827529907,35
-188.8 * x1 ** 0.3 * x2 ** 0.1 + -179.925 * x2 + -142.625 * x1 + 250.475 * y1 + 79.425,19.596308946609497,35
229.25 * x1 ** 0.1 * x2 ** 0.3 + -101.95 * x2 + 797.375 * x1 + 758.8 * y1 + -12.375,14.944742679595947,27
-486.475 * x1 ** 0.3 * x2 ** 0.1 + 498.275 * x2 + -47.45 * x1 + 281.525 * y1 + -235.5,18.364662408828735,33
-725.325 * x1 ** 0.2 * x2 ** 0.1 + -287.7 * x2 + -226.325 * x1 + -621.125 * y1 + 334.175,26.56089997291565,48
155.15 * x1 ** 0.1 * x2 ** 0.1 + -602.325 * x2 + 156.375 * x1 + -122.85 * y1 + 101.95,20.200681924819946,36
137.125 * x1 ** 0.1 * x2 ** 0.2 + -304.85 * x2 + -388.0 * x1 + -152.1 * y1 + -353.775,38.86675190925598,70
-711.175 * x1 ** 0.3 * x2 ** 0.1 + 688.325 * x2 + 97.825 * x1 + -770.45 * y1 + 230.425,18.77134895324707,34
-803.55 * x1 ** 0.1 * x2 ** 0.3 + -488.1 * x2 + -43.275 * x1 + 315.4 * y1 + -642.375,21.443009614944458,38
151.0 * x1 ** 0.1 * x2 ** 0.3 + -722.8 * x2 + -99.0 * x1 + -147.275 * y1 + -34.775,26.956689834594727,49
-49.625 * x1 ** 0.1 * x2 ** 0.1 + 68.7 * x2 + 383.15 * x1 + -444.275 * y1 + -81.475,27.57302474975586,50
-231.35 * x1 ** 0.2 * x2 ** 0.1 + 78.15 * x2 + -98.275 * x1 + 57.55 * y1 + 1.5,37.79213094711304,69
-549.05 * x1 ** 0.2 * x2 ** 0.1 + 299.475 * x2 + 222.75 * x1 + -110.825 * y1 + -8.525,14.647014379501343,27
184.6 * x1 ** 0.4 * x2 ** 0.4 + 427.875 * x2 + 301.0 * x1 + -729.825 * y1 + -134.95,13.678828477859497,25
-43.425 * x1 ** 0.2 * x2 ** 0.2 + -191.15 * x2 + 26.525 * x1 + 564.75 * y1 + 274.4,28.53356909751892,52
590.875 * x1 ** 0.1 * x2 ** 0.2 + -64.775 * x2 + -316.25 * x1 + 777.225 * y1 + -592.85,21.013543844223022,38
243.125 * x1 ** 0.4 * x2 ** 0.1 + -173.525 * x2 + 364.525 * x1 + 631.675 * y1 + -585.225,18.260318994522095,33
87.525 * x1 ** 0.1 * x2 ** 0.3 + -323.475 * x2 + 96.675 * x1 + -197.725 * y1 + -551.55,20.882688522338867,38
436.625 * x1 ** 0.1 * x2 ** 0.1 + 188.7 * x2 + 534.475 * x1 + -229.2 * y1 + -332.0,19.991060256958008,36
70.325 * x1 ** 0.1 * x2 ** 0.4 + 739.05 * x2 + -10.025 * x1 + 628.4 * y1 + 636.3,34.55492043495178,63
-225.075 * x1 ** 0.2 * x2 ** 0.2 + 307.6 * x2 + 518.15 * x1 + -236.05 * y1 + 289.425,14.712109804153442,26
-347.3 * x1 ** 0.1 * x2 ** 0.3 + 285.25 * x2 + -442.225 * x1 + 353.625 * y1 + -20.025,17.861640691757202,31
555.675 * x1 ** 0.4 * x2 ** 0.2 + 189.35 * x2 + -457.9 * x1 + 464.55 * y1 + -545.175,14.32202696800232,25
-109.775 * x1 ** 0.2 * x2 ** 0.1 + 268.65 * x2 + -225.025 * x1 + 192.275 * y1 + -349.275,38.62721371650696,68
-626.55 * x1 ** 0.3 * x2 ** 0.2 + 525.075 * x2 + -8.175 * x1 + 124.55 * y1 + -150.825,15.727345943450928,28
113.575 * x1 ** 0.1 * x2 ** 0.3 + -205.45 * x2 + -85.5 * x1 + 88.6 * y1 + 763.325,19.68440055847168,35
2.725 * x1 ** 0.3 * x2 ** 0.2 + 766.575 * x2 + -78.825 * x1 + -277.325 * y1 + 417.075,27.669785261154175,49
17.35 * x1 ** 0.3 * x2 ** 0.2 + -230.725 * x2 + 6.425 * x1 + 594.45 * y1 + 509.5,18.270820140838623,33
-7.675 * x1 ** 0.1 * x2 ** 0.1 + 39.625 * x2 + -68.525 * x1 + 113.025 * y1 + 367.625,20.868976593017578,38
168.025 * x1 ** 0.3 * x2 ** 0.1 + -137.05 * x2 + -200.825 * x1 + -76.525 * y1 + 276.75,14.691198348999023,27
